category,agency,account,project,state,amount,origination,requestor_one_full_name,requestor_one_bioguide_id,requestor_one_chamber,requestor_one_party,requestor_two_full_name,requestor_two_bioguide_id,requestor_two_chamber,requestor_two_party,member_state,LES,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Commerce, Justice, Science, and Related Agencies",Defense,"Energy and Water Development, and Related Agencies",Financial Services and General Government,Homeland Security,"Interior, Environment, and Related Agencies","Labor, Health and Human Services, Education, and Related Agencies","Military Construction, Veterans Affairs, and Related Agencies","Transportation, and Housing and Urban Development, and Related Agencies",Relevant_Committee,party_status_majority
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Metuchen Parking Redesign,NJ,800000.0,H,"Frank Pallone, Jr.",P000034,rep,Democrat,None,None,None,None,NJ,1.5923055410385132,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"Project SOS Seeds of Service, Inc.—Seeds of Service Community Outreach Center Renovation Project",NJ,500000.0,H,Christopher H. Smith,S000522,rep,Republican,None,None,None,None,NJ,1.172315001487732,0,0,0,0,0,1,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Russell Golding Park Project,NJ,5000000.0,H,Albio Sires,S001165,rep,Democrat,Robert Menendez,M000639,sen,Democrat,NJ,0.7226867079734802,1,0,0,1,1,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,West New York Pier 93 Project,NJ,2250000.0,H,Albio Sires,S001165,rep,Democrat,None,None,None,None,NJ,0.7226867079734802,1,0,0,1,1,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Santa Fe Public Housing ReRoofing Project,NM,1044172.0,H,Teresa Leger Fernandez,L000273,rep,Democrat,None,None,None,None,NM,1.7930901050567627,0,0,0,0,0,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,The Historic Taos County Courthouse,NM,1263973.0,H,Teresa Leger Fernandez,L000273,rep,Democrat,None,None,None,None,NM,1.7930901050567627,0,0,0,0,0,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Broadband Expansion for the Curry County Fairgrounds,NM,250000.0,H,Teresa Leger Fernandez,L000273,rep,Democrat,None,None,None,None,NM,1.7930901050567627,0,0,0,0,0,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,IPCC Indian Pueblo Opportunity Center and Kitchen,NM,1032800.0,H,Melanie A. Stansbury,S001218,rep,Democrat,None,None,None,None,NM,1.1734546422958374,0,1,0,1,0,0,1,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Vegas Strong Resiliency Center,NV,3000000.0,H,Dina Titus,T000468,rep,Democrat,None,None,None,None,NV,2.290954351425171,1,0,0,1,0,1,0,0,0,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Facility Renovation and Repair Project,NY,561700.0,H,Joseph D. Morelle,M001206,rep,Democrat,None,None,None,None,NY,0.2469901740550995,0,0,1,0,1,0,0,1,1,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Special Initiatives ProgramHousing,NY,750000.0,H,Nydia M. Velázquez,V000081,rep,Democrat,None,None,None,None,NY,1.9901920557022095,0,0,0,0,1,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,East New York/Cypress Hills Covid-19 Recovery Initiative,NY,300000.0,H,Nydia M. Velázquez,V000081,rep,Democrat,None,None,None,None,NY,1.9901920557022095,0,0,0,0,1,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Anti-displacement communitybased direct legal services and tenant education,NY,750000.0,H,Nydia M. Velázquez,V000081,rep,Democrat,None,None,None,None,NY,1.9901920557022095,0,0,0,0,1,0,1,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Transportation,Highway Infrastructure Programs,Poindexter Sidewalks Extension (South Norfolk),VA,2400000.0,H,"Robert C. ""Bobby"" Scott",S000185,rep,Democrat,None,None,None,None,VA,2.7903497219085693,0,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Roof for Sid Jacobson JCC,NY,850000.0,H,Thomas R. Suozzi,S001201,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.23278017342090607,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,NYUL Building Renovation,NY,1739440.0,H,Adriano Espaillat,E000297,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.7046282291412354,0,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Greater Cobleskill Community Center at Iorio Park Feasibility Study,NY,75000.0,H,Antonio Delgado,D000630,rep,Democrat,None,None,None,None,NY,1.4886956214904785,0,0,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,CLOTH Food Pantry Reimagined,NY,740000.0,H,Adriano Espaillat,E000297,rep,Democrat,None,None,None,None,NY,0.7046282291412354,0,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Weisberg Commons renovation,NY,1000000.0,H,Adriano Espaillat,E000297,rep,Democrat,Charles E. Schumer,S000148,sen,Democrat,NY,0.7046282291412354,0,0,0,0,1,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Beloved Community Green at Martin Luther King Multi-Purpose Center,NY,295000.0,H,Mondaire Jones,J000306,rep,Democrat,None,None,None,None,NY,0.41233140230178833,0,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Capital Improvements to the YWCA’s North Street Activity Center,NY,640000.0,H,Mondaire Jones,J000306,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.41233140230178833,0,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Village Hall Boiler Replacement Project/Sustainable Energy Initiative,NY,250000.0,H,Mondaire Jones,J000306,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.41233140230178833,0,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Dunbar Kitchen Modernization Project,NY,310000.0,H,Mondaire Jones,J000306,rep,Democrat,None,None,None,None,NY,0.41233140230178833,0,1,0,0,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Brooklyn Museum Permanent Galleries,NY,3000000.0,H,Hakeem S. Jeffries,J000294,rep,Democrat,Yvette D. Clarke,C001067,rep,Democrat,NY,4.180699825286865,0,1,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Ohel Kissena Blvd Residence Rehabilitation Project,NY,233000.0,H,Grace Meng,M001188,rep,Democrat,None,None,None,None,NY,1.22047758102417,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Enhance youth and community development programs,NY,1000000.0,H,Grace Meng,M001188,rep,Democrat,None,None,None,None,NY,1.22047758102417,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Brooklyn Park Teen Center,MD,3000000.0,H,Anthony G. Brown,B001304,rep,Democrat,None,None,None,None,MD,1.2212281227111816,1,0,1,1,0,0,0,0,1,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Uniondale Economic Investments,NY,2000000.0,H,Kathleen M. Rice,R000602,rep,Democrat,None,None,None,None,NY,1.0211166143417358,0,1,0,0,0,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,"Genesee, Livingston, Orleans, and Wyoming Counties (GLOW) YMCA Healthy Living Campus.",NY,900000.0,H,Chris Jacobs,J000020,rep,Republican,Charles E. Schumer,S000148,sen,Democrat,NY,0.32160037755966187,1,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Dansville YMCA Branch equipment,NY,105000.0,H,Chris Jacobs,J000020,rep,Republican,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.32160037755966187,1,0,0,0,1,0,0,0,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Improvements and Repairs at the Goodhue Center,NY,494000.0,H,Nicole Malliotakis,M000317,rep,Republican,Charles E. Schumer,S000148,sen,Democrat,NY,0.6190141439437866,1,0,0,1,0,1,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Griffiss-Woodhaven Revitalization,NY,3000000.0,H,Claudia Tenney,T000478,rep,Republican,None,None,None,None,NY,0.4062954783439636,0,0,0,0,0,1,0,1,0,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Girls Club Community Center,NY,3000000.0,H,Yvette D. Clarke,C001067,rep,Democrat,None,None,None,None,NY,0.6838886141777039,0,1,0,0,0,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Affordable Housing Preservation to Promote Housing Equity in Southern Yonkers,NY,500000.0,H,Jamaal Bowman,B001223,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.8006105422973633,0,1,0,1,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Improving Access to Green Space and Promoting Waterfront Resilience,NY,500000.0,H,Jamaal Bowman,B001223,rep,Democrat,None,None,None,None,NY,0.8006105422973633,0,1,0,1,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Replacing Five Elevators in a Public Housing Development,NY,4000000.0,H,Jerrold Nadler,N000002,rep,Democrat,None,None,None,None,NY,4.07002067565918,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Promoting Health Equity and Affordable Swim Access through Yonkers YMCA Pool Improvements,NY,496000.0,H,Jamaal Bowman,B001223,rep,Democrat,None,None,None,None,NY,0.8006105422973633,0,1,0,1,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Senior Center Renovations and Energy-Efficiency Upgrades,NY,308000.0,H,Jamaal Bowman,B001223,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.8006105422973633,0,1,0,1,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Sewage Cleanup Project to Promote Equity and Resilience,NY,1500000.0,H,Jamaal Bowman,B001223,rep,Democrat,None,None,None,None,NY,0.8006105422973633,0,1,0,1,0,0,0,1,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Hudson River Park Pedestrian Safety and Security Project,NY,1000000.0,H,Jerrold Nadler,N000002,rep,Democrat,None,None,None,None,NY,4.07002067565918,0,1,0,0,0,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,North Hempstead Beach Park Phase 1,NY,1000000.0,H,Thomas R. Suozzi,S001201,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.23278017342090607,0,0,0,0,1,0,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Fort Edward Canalside Energy Park,NY,950000.0,H,Elise M. Stefanik,S001196,rep,Republican,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.663739800453186,0,0,1,0,0,1,0,1,1,0,0,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Oswego County Intermunicipal Wastewater Treatment and Conveyance Project,NY,3000000.0,H,John Katko,K000386,rep,Republican,None,None,None,None,NY,2.9721298217773438,1,0,0,1,0,1,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Roll Off Dumpsters and Trucks,MD,245000.0,H,Anthony G. Brown,B001304,rep,Democrat,None,None,None,None,MD,1.2212281227111816,1,0,1,1,0,0,0,0,1,1,1,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,St. George Theater—Only for capital improvements (Note: Project modified by the Committee),NY,1492560.0,H,Nicole Malliotakis,M000317,rep,Republican,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.6190141439437866,1,0,0,1,0,1,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Catholic Charities of the Roman Catholic Diocese of Syracuse Emergency Housing Shelter,NY,3000000.0,H,John Katko,K000386,rep,Republican,Charles E. Schumer,S000148,sen,Democrat,NY,2.9721298217773438,1,0,0,1,0,1,0,0,0,1,1,0
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Harvest to Haven Community Teaching Kitchen,NY,650000.0,H,Ritchie Torres,T000486,rep,Democrat,None,None,None,None,NY,2.614912748336792,0,0,0,0,1,1,0,0,0,0,0,1
"Transportation, and Housing and Urban Development, and Related Agencies",Department of Housing and Urban Development,Community Development Fund,Sedgwick Library Roof Replacement,NY,1000000.0,H,Ritchie Torres,T000486,rep,Democrat,None,None,None,None,NY,2.614912748336792,0,0,0,0,1,1,0,0,0,0,0,1
